  2.000  0.000  1.800
 -2.000  0.200  1.800
 -1.800  0.200  1.800
 -1.600  0.200  1.800
 -1.400  0.200  1.800
 -1.200  0.200  1.800
 -1.000  0.200  1.800
 -0.800  0.200  1.800
 -0.600  0.200  1.800
 -0.400  0.200  1.800
 -0.200  0.200  1.800
  0.000  0.200  1.800
  0.200  0.200  1.800
  0.400  0.200  1.800
  0.600  0.200  1.800
  0.800  0.200  1.800
  1.000  0.200  1.800
  1.200  0.200  1.800
  1.400  0.200  1.800
  1.600  0.200  1.800
  1.800  0.200  1.800
  2.000  0.200  1.800
 -2.000  0.400  1.800
 -1.800  0.400  1.800
 -1.600  0.400  1.800
 -1.400  0.400  1.800
 -1.200  0.400  1.800
 -1.000  0.400  1.800
 -0.800  0.400  1.800
 -0.600  0.400  1.800
 -0.400  0.400  1.800
 -0.200  0.400  1.800
  0.000  0.400  1.800
  0.200  0.400  1.800
  0.400  0.400  1.800
  0.600  0.400  1.800
  0.800  0.400  1.800
  1.000  0.400  1.800
  1.200  0.400  1.800
  1.400  0.400  1.800
  1.600  0.400  1.800
  1.800  0.400  1.800
  2.000  0.400  1.800
 -2.000 -0.400  2.000
 -1.800 -0.400  2.000
 -1.600 -0.400  2.000
 -1.400 -0.400  2.000
 -1.200 -0.400  2.000
 -1.000 -0.400  2.000
 -0.800 -0.400  2.000
 -0.600 -0.400  2.000
 -0.400 -0.400  2.000
 -0.200 -0.400  2.000
  0.000 -0.400  2.000
  0.200 -0.400  2.000
  0.400 -0.400  2.000
  0.600 -0.400  2.000
  0.800 -0.400  2.000
  1.000 -0.400  2.000
  1.200 -0.400  2.000
  1.400 -0.400  2.000
  1.600 -0.400  2.000
  1.800 -0.400  2.000
  2.000 -0.400  2.000
 -2.000 -0.200  2.000
 -1.800 -0.200  2.000
 -1.600 -0.200  2.000
 -1.400 -0.200  2.000
 -1.200 -0.200  2.000
 -1.000 -0.200  2.000
 -0.800 -0.200  2.000
 -0.600 -0.200  2.000
 -0.400 -0.200  2.000
 -0.200 -0.200  2.000
  0.000 -0.200  2.000
  0.200 -0.200  2.000
  0.400 -0.200  2.000
  0.600 -0.200  2.000
  0.800 -0.200  2.000
  1.000 -0.200  2.000
  1.200 -0.200  2.000
  1.400 -0.200  2.000
  1.600 -0.200  2.000
  1.800 -0.200  2.000
  2.000 -0.200  2.000
 -2.000  0.000  2.000
 -1.800  0.000  2.000
 -1.600  0.000  2.000
 -1.400  0.000  2.000
 -1.200  0.000  2.000
 -1.000  0.000  2.000
 -0.800  0.000  2.000
 -0.600  0.000  2.000
 -0.400  0.000  2.000
 -0.200  0.000  2.000
  0.000  0.000  2.000
  0.200  0.000  2.000
  0.400  0.000  2.000
  0.600  0.000  2.000
  0.800  0.000  2.000
  1.000  0.000  2.000
  1.200  0.000  2.000
  1.400  0.000  2.000
  1.600  0.000  2.000
  1.800  0.000  2.000
  2.000  0.000  2.000
 -2.000  0.200  2.000
 -1.800  0.200  2.000
 -1.600  0.200  2.000
 -1.400  0.200  2.000
 -1.200  0.200  2.000
 -1.000  0.200  2.000
 -0.800  0.200  2.000
 -0.600  0.200  2.000
 -0.400  0.200  2.000
 -0.200  0.200  2.000
  0.000  0.200  2.000
  0.200  0.200  2.000
  0.400  0.200  2.000
  0.600  0.200  2.000
  0.800  0.200  2.000
  1.000  0.200  2.000
  1.200  0.200  2.000
  1.400  0.200  2.000
  1.600  0.200  2.000
  1.800  0.200  2.000
  2.000  0.200  2.000
 -2.000  0.400  2.000
 -1.800  0.400  2.000
 -1.600  0.400  2.000
 -1.400  0.400  2.000
 -1.200  0.400  2.000
 -1.000  0.400  2.000
 -0.800  0.400  2.000
 -0.600  0.400  2.000
 -0.400  0.400  2.000
 -0.200  0.400  2.000
  0.000  0.400  2.000
  0.200  0.400  2.000
  0.400  0.400  2.000
  0.600  0.400  2.000
  0.800  0.400  2.000
  1.000  0.400  2.000
  1.200  0.400  2.000
  1.400  0.400  2.000
  1.600  0.400  2.000
  1.800  0.400  2.000
  2.000  0.400  2.000
 -2.000 -0.400  2.200
 -1.800 -0.400  2.200
 -1.600 -0.400  2.200
 -1.400 -0.400  2.200
 -1.200 -0.400  2.200
 -1.000 -0.400  2.200
 -0.800 -0.400  2.200
 -0.600 -0.400  2.200
 -0.400 -0.400  2.200
 -0.200 -0.400  2.200
  0.000 -0.400  2.200
  0.200 -0.400  2.200
  0.400 -0.400  2.200
  0.600 -0.400  2.200
  0.800 -0.400  2.200
  1.000 -0.400  2.200
  1.200 -0.400  2.200
  1.400 -0.400  2.200
  1.600 -0.400  2.200
  1.800 -0.400  2.200
  2.000 -0.400  2.200
 -2.000 -0.200  2.200
 -1.800 -0.200  2.200
 -1.600 -0.200  2.200
 -1.400 -0.200  2.200
 -1.200 -0.200  2.200
 -1.000 -0.200  2.200
 -0.800 -0.200  2.200
 -0.600 -0.200  2.200
 -0.400 -0.200  2.200
 -0.200 -0.200  2.200
  0.000 -0.200  2.200
  0.200 -0.200  2.200
  0.400 -0.200  2.200
  0.600 -0.200  2.200
  0.800 -0.200  2.200
  1.000 -0.200  2.200
  1.200 -0.200  2.200
  1.400 -0.200  2.200
  1.600 -0.200  2.200
  1.800 -0.200  2.200
  2.000 -0.200  2.200
 -2.000  0.000  2.200
 -1.800  0.000  2.200
 -1.600  0.000  2.200
 -1.400  0.000  2.200
 -1.200  0.000  2.200
 -1.000  0.000  2.200
 -0.800  0.000  2.200
 -0.600  0.000  2.200
 -0.400  0.000  2.200
 -0.200  0.000  2.200
  0.000  0.000  2.200
  0.200  0.000  2.200
  0.400  0.000  2.200
  0.600  0.000  2.200
  0.800  0.000  2.200
  1.000  0.000  2.200
  1.200  0.000  2.200
  1.400  0.000  2.200
  1.600  0.000  2.200
  1.800  0.000  2.200
  2.000  0.000  2.200
 -2.000  0.200  2.200
 -1.800  0.200  2.200
 -1.600  0.200  2.200
 -1.400  0.200  2.200
 -1.200  0.200  2.200
 -1.000  0.200  2.200
 -0.800  0.200  2.200
 -0.600  0.200  2.200
 -0.400  0.200  2.200
 -0.200  0.200  2.200
  0.000  0.200  2.200
  0.200  0.200  2.200
  0.400  0.200  2.200
  0.600  0.200  2.200
  0.800  0.200  2.200
  1.000  0.200  2.200
  1.200  0.200  2.200
  1.400  0.200  2.200
  1.600  0.200  2.200
  1.800  0.200  2.200
  2.000  0.200  2.200
 -2.000  0.400  2.200
 -1.800  0.400  2.200
 -1.600  0.400  2.200
 -1.400  0.400  2.200
 -1.200  0.400  2.200
 -1.000  0.400  2.200
 -0.800  0.400  2.200
 -0.600  0.400  2.200
 -0.400  0.400  2.200
 -0.200  0.400  2.200
  0.000  0.400  2.200
  0.200  0.400  2.200
  0.400  0.400  2.200
  0.600  0.400  2.200
  0.800  0.400  2.200
  1.000  0.400  2.200
  1.200  0.400  2.200
  1.400  0.400  2.200
  1.600  0.400  2.200
  1.800  0.400  2.200
  2.000  0.400  2.200
 -2.000 -0.400  2.400
 -1.800 -0.400  2.400
 -1.600 -0.400  2.400
 -1.400 -0.400  2.400
 -1.200 -0.400  2.400
 -1.000 -0.400  2.400
 -0.800 -0.400  2.400
 -0.600 -0.400  2.400
 -0.400 -0.400  2.400
 -0.200 -0.400  2.400
  0.000 -0.400  2.400
  0.200 -0.400  2.400
  0.400 -0.400  2.400
  0.600 -0.400  2.400
  0.800 -0.400  2.400
  1.000 -0.400  2.400
  1.200 -0.400  2.400
  1.400 -0.400  2.400
  1.600 -0.400  2.400
  1.800 -0.400  2.400
  2.000 -0.400  2.400
 -2.000 -0.200  2.400
 -1.800 -0.200  2.400
 -1.600 -0.200  2.400
 -1.400 -0.200  2.400
 -1.200 -0.200  2.400
 -1.000 -0.200  2.400
 -0.800 -0.200  2.400
 -0.600 -0.200  2.400
 -0.400 -0.200  2.400
 -0.200 -0.200  2.400
  0.000 -0.200  2.400
  0.200 -0.200  2.400
  0.400 -0.200  2.400
  0.600 -0.200  2.400
  0.800 -0.200  2.400
  1.000 -0.200  2.400
  1.200 -0.200  2.400
  1.400 -0.200  2.400
  1.600 -0.200  2.400
  1.800 -0.200  2.400
  2.000 -0.200  2.400
 -2.000  0.000  2.400
 -1.800  0.000  2.400
 -1.600  0.000  2.400
 -1.400  0.000  2.400
 -1.200  0.000  2.400
 -1.000  0.000  2.400
 -0.800  0.000  2.400
 -0.600  0.000  2.400
 -0.400  0.000  2.400
 -0.200  0.000  2.400
  0.000  0.000  2.400
  0.200  0.000  2.400
  0.400  0.000  2.400
  0.600  0.000  2.400
  0.800  0.000  2.400
  1.000  0.000  2.400
  1.200  0.000  2.400
  1.400  0.000  2.400
  1.600  0.000  2.400
  1.800  0.000  2.400
  2.000  0.000  2.400
 -2.000  0.200  2.400
 -1.800  0.200  2.400
 -1.600  0.200  2.400
 -1.400  0.200  2.400
 -1.200  0.200  2.400
 -1.000  0.200  2.400
 -0.800  0.200  2.400
 -0.600  0.200  2.400
 -0.400  0.200  2.400
 -0.200  0.200  2.400
  0.000  0.200  2.400
  0.200  0.200  2.400
  0.400  0.200  2.400
  0.600  0.200  2.400
  0.800  0.200  2.400
  1.000  0.200  2.400
  1.200  0.200  2.400
  1.400  0.200  2.400
  1.600  0.200  2.400
  1.800  0.200  2.400
  2.000  0.200  2.400
 -2.000  0.400  2.400
 -1.800  0.400  2.400
 -1.600  0.400  2.400
 -1.400  0.400  2.400
 -1.200  0.400  2.400
 -1.000  0.400  2.400
 -0.800  0.400  2.400
 -0.600  0.400  2.400
 -0.400  0.400  2.400
 -0.200  0.400  2.400
  0.000  0.400  2.400
  0.200  0.400  2.400
  0.400  0.400  2.400
  0.600  0.400  2.400
  0.800  0.400  2.400
  1.000  0.400  2.400
  1.200  0.400  2.400
  1.400  0.400  2.400
  1.600  0.400  2.400
  1.800  0.400  2.400
  2.000  0.400  2.400
 -2.000 -0.400  2.600
 -1.800 -0.400  2.600
 -1.600 -0.400  2.600
 -1.400 -0.400  2.600
 -1.200 -0.400  2.600
 -1.000 -0.400  2.600
 -0.800 -0.400  2.600
 -0.600 -0.400  2.600
 -0.400 -0.400  2.600
 -0.200 -0.400  2.600
  0.000 -0.400  2.600
  0.200 -0.400  2.600
  0.400 -0.400  2.600
  0.600 -0.400  2.600
  0.800 -0.400  2.600
  1.000 -0.400  2.600
  1.200 -0.400  2.600
  1.400 -0.400  2.600
  1.600 -0.400  2.600
  1.800 -0.400  2.600
  2.000 -0.400  2.600
 -2.000 -0.200  2.600
 -1.800 -0.200  2.600
 -1.600 -0.200  2.600
 -1.400 -0.200  2.600
 -1.200 -0.200  2.600
 -1.000 -0.200  2.600
 -0.800 -0.200  2.600
 -0.600 -0.200  2.600
 -0.400 -0.200  2.600
 -0.200 -0.200  2.600
  0.000 -0.200  2.600
  0.200 -0.200  2.600
  0.400 -0.200  2.600
  0.600 -0.200  2.600
  0.800 -0.200  2.600
  1.000 -0.200  2.600
  1.200 -0.200  2.600
  1.400 -0.200  2.600
  1.600 -0.200  2.600
  1.800 -0.200  2.600
  2.000 -0.200  2.600
 -2.000  0.000  2.600
 -1.800  0.000  2.600
 -1.600  0.000  2.600
 -1.400  0.000  2.600
 -1.200  0.000  2.600
 -1.000  0.000  2.600
 -0.800  0.000  2.600
 -0.600  0.000  2.600
 -0.400  0.000  2.600
 -0.200  0.000  2.600
  0.000  0.000  2.600
  0.200  0.000  2.600
  0.400  0.000  2.600
  0.600  0.000  2.600
  0.800  0.000  2.600
  1.000  0.000  2.600
  1.200  0.000  2.600
  1.400  0.000  2.600
  1.600  0.000  2.600
  1.800  0.000  2.600
  2.000  0.000  2.600
 -2.000  0.200  2.600
 -1.800  0.200  2.600
 -1.600  0.200  2.600
 -1.400  0.200  2.600
 -1.200  0.200  2.600
 -1.000  0.200  2.600
 -0.800  0.200  2.600
 -0.600  0.200  2.600
 -0.400  0.200  2.600
 -0.200  0.200  2.600
  0.000  0.200  2.600
  0.200  0.200  2.600
  0.400  0.200  2.600
  0.600  0.200  2.600
  0.800  0.200  2.600
  1.000  0.200  2.600
  1.200  0.200  2.600
  1.400  0.200  2.600
  1.600  0.200  2.600
  1.800  0.200  2.600
  2.000  0.200  2.600
 -2.000  0.400  2.600
 -1.800  0.400  2.600
 -1.600  0.400  2.600
 -1.400  0.400  2.600
 -1.200  0.400  2.600
 -1.000  0.400  2.600
 -0.800  0.400  2.600
 -0.600  0.400  2.600
 -0.400  0.400  2.600
 -0.200  0.400  2.600
  0.000  0.400  2.600
  0.200  0.400  2.600
  0.400  0.400  2.600
  0.600  0.400  2.600
  0.800  0.400  2.600
  1.000  0.400  2.600
  1.200  0.400  2.600
  1.400  0.400  2.600
  1.600  0.400  2.600
  1.800  0.400  2.600
  2.000  0.400  2.600
 -2.000 -0.400  2.800
 -1.800 -0.400  2.800
 -1.600 -0.400  2.800
 -1.400 -0.400  2.800
 -1.200 -0.400  2.800
 -1.000 -0.400  2.800
 -0.800 -0.400  2.800
 -0.600 -0.400  2.800
 -0.400 -0.400  2.800
 -0.200 -0.400  2.800
  0.000 -0.400  2.800
  0.200 -0.400  2.800
  0.400 -0.400  2.800
  0.600 -0.400  2.800
  0.800 -0.400  2.800
  1.000 -0.400  2.800
  1.200 -0.400  2.800
  1.400 -0.400  2.800
  1.600 -0.400  2.800
  1.800 -0.400  2.800
  2.000 -0.400  2.800
 -2.000 -0.200  2.800
 -1.800 -0.200  2.800
 -1.600 -0.200  2.800
 -1.400 -0.200  2.800
 -1.200 -0.200  2.800
 -1.000 -0.200  2.800
 -0.800 -0.200  2.800
 -0.600 -0.200  2.800
 -0.400 -0.200  2.800
 -0.200 -0.200  2.800
  0.000 -0.200  2.800
  0.200 -0.200  2.800
  0.400 -0.200  2.800
  0.600 -0.200  2.800
  0.800 -0.200  2.800
  1.000 -0.200  2.800
  1.200 -0.200  2.800
  1.400 -0.200  2.800
  1.600 -0.200  2.800
  1.800 -0.200  2.800
  2.000 -0.200  2.800
 -2.000  0.000  2.800
 -1.800  0.000  2.800
 -1.600  0.000  2.800
 -1.400  0.000  2.800
 -1.200  0.000  2.800
 -1.000  0.000  2.800
 -0.800  0.000  2.800
 -0.600  0.000  2.800
 -0.400  0.000  2.800
 -0.200  0.000  2.800
  0.000  0.000  2.800
  0.200  0.000  2.800
  0.400  0.000  2.800
  0.600  0.000  2.800
  0.800  0.000  2.800
  1.000  0.000  2.800
  1.200  0.000  2.800
  1.400  0.000  2.800
  1.600  0.000  2.800
  1.800  0.000  2.800
  2.000  0.000  2.800
 -2.000  0.200  2.800
 -1.800  0.200  2.800
 -1.600  0.200  2.800
 -1.400  0.200  2.800
 -1.200  0.200  2.800
 -1.000  0.200  2.800
 -0.800  0.200  2.800
 -0.600  0.200  2.800
 -0.400  0.200  2.800
 -0.200  0.200  2.800
  0.000  0.200  2.800
  0.200  0.200  2.800
  0.400  0.200  2.800
  0.600  0.200  2.800
  0.800  0.200  2.800
  1.000  0.200  2.800
  1.200  0.200  2.800
  1.400  0.200  2.800
  1.600  0.200  2.800
  1.800  0.200  2.800
  2.000  0.200  2.800
 -2.000  0.400  2.800
 -1.800  0.400  2.800
 -1.600  0.400  2.800
 -1.400  0.400  2.800
 -1.200  0.400  2.800
 -1.000  0.400  2.800
 -0.800  0.400  2.800
 -0.600  0.400  2.800
 -0.400  0.400  2.800
 -0.200  0.400  2.800
  0.000  0.400  2.800
  0.200  0.400  2.800
  0.400  0.400  2.800
  0.600  0.400  2.800
  0.800  0.400  2.800
  1.000  0.400  2.800
  1.200  0.400  2.800
  1.400  0.400  2.800
  1.600  0.400  2.800
  1.800  0.400  2.800
  2.000  0.400  2.800
 -2.000 -0.400  3.000
 -1.800 -0.400  3.000
 -1.600 -0.400  3.000
 -1.400 -0.400  3.000
 -1.200 -0.400  3.000
 -1.000 -0.400  3.000
 -0.800 -0.400  3.000
 -0.600 -0.400  3.000
 -0.400 -0.400  3.000
 -0.200 -0.400  3.000
  0.000 -0.400  3.000
  0.200 -0.400  3.000
  0.400 -0.400  3.000
  0.600 -0.400  3.000
  0.800 -0.400  3.000
  1.000 -0.400  3.000
  1.200 -0.400  3.000
  1.400 -0.400  3.000
  1.600 -0.400  3.000
  1.800 -0.400  3.000
  2.000 -0.400  3.000
 -2.000 -0.200  3.000
 -1.800 -0.200  3.000
 -1.600 -0.200  3.000
 -1.400 -0.200  3.000
 -1.200 -0.200  3.000
 -1.000 -0.200  3.000
 -0.800 -0.200  3.000
 -0.600 -0.200  3.000
 -0.400 -0.200  3.000
 -0.200 -0.200  3.000
  0.000 -0.200  3.000
  0.200 -0.200  3.000
  0.400 -0.200  3.000
  0.600 -0.200  3.000
  0.800 -0.200  3.000
  1.000 -0.200  3.000
  1.200 -0.200  3.000
  1.400 -0.200  3.000
  1.600 -0.200  3.000
  1.800 -0.200  3.000
  2.000 -0.200  3.000
 -2.000  0.000  3.000
 -1.800  0.000  3.000
 -1.600  0.000  3.000
 -1.400  0.000  3.000
 -1.200  0.000  3.000
 -1.000  0.000  3.000
 -0.800  0.000  3.000
 -0.600  0.000  3.000
 -0.400  0.000  3.000
 -0.200  0.000  3.000
  0.000  0.000  3.000
  0.200  0.000  3.000
  0.400  0.000  3.000
  0.600  0.000  3.000
  0.800  0.000  3.000
  1.000  0.000  3.000
  1.200  0.000  3.000
  1.400  0.000  3.000
  1.600  0.000  3.000
  1.800  0.000  3.000
  2.000  0.000  3.000
 -2.000  0.200  3.000
 -1.800  0.200  3.000
 -1.600  0.200  3.000
 -1.400  0.200  3.000
 -1.200  0.200  3.000
 -1.000  0.200  3.000
 -0.800  0.200  3.000
 -0.600  0.200  3.000
 -0.400  0.200  3.000
 -0.200  0.200  3.000
  0.000  0.200  3.000
  0.200  0.200  3.000
  0.400  0.200  3.000
  0.600  0.200  3.000
  0.800  0.200  3.000
  1.000  0.200  3.000
  1.200  0.200  3.000
  1.400  0.200  3.000
  1.600  0.200  3.000
  1.800  0.200  3.000
  2.000  0.200  3.000
 -2.000  0.400  3.000
 -1.800  0.400  3.000
 -1.600  0.400  3.000
 -1.400  0.400  3.000
 -1.200  0.400  3.000
 -1.000  0.400  3.000
 -0.800  0.400  3.000
 -0.600  0.400  3.000
 -0.400  0.400  3.000
 -0.200  0.400  3.000
  0.000  0.400  3.000
  0.200  0.400  3.000
  0.400  0.400  3.000
  0.600  0.400  3.000
  0.800  0.400  3.000
  1.000  0.400  3.000
  1.200  0.400  3.000
  1.400  0.400  3.000
  1.600  0.400  3.000
  1.800  0.400  3.000
  2.000  0.400  3.000
 -2.000 -0.400  3.200
 -1.800 -0.400  3.200
 -1.600 -0.400  3.200
 -1.400 -0.400  3.200
 -1.200 -0.400  3.200
 -1.000 -0.400  3.200
 -0.800 -0.400  3.200
 -0.600 -0.400  3.200
 -0.400 -0.400  3.200
 -0.200 -0.400  3.200
  0.000 -0.400  3.200
  0.200 -0.400  3.200
  0.400 -0.400  3.200
  0.600 -0.400  3.200
  0.800 -0.400  3.200
  1.000 -0.400  3.200
  1.200 -0.400  3.200
  1.400 -0.400  3.200
  1.600 -0.400  3.200
  1.800 -0.400  3.200
  2.000 -0.400  3.200
 -2.000 -0.200  3.200
 -1.800 -0.200  3.200
 -1.600 -0.200  3.200
 -1.400 -0.200  3.200
 -1.200 -0.200  3.200
 -1.000 -0.200  3.200
 -0.800 -0.200  3.200
 -0.600 -0.200  3.200
 -0.400 -0.200  3.200
 -0.200 -0.200  3.200
  0.000 -0.200  3.200
  0.200 -0.200  3.200
  0.400 -0.200  3.200
  0.600 -0.200  3.200
  0.800 -0.200  3.200
  1.000 -0.200  3.200
  1.200 -0.200  3.200
  1.400 -0.200  3.200
  1.600 -0.200  3.200
  1.800 -0.200  3.200
  2.000 -0.200  3.200
 -2.000  0.000  3.200
 -1.800  0.000  3.200
 -1.600  0.000  3.200
 -1.400  0.000  3.200
 -1.200  0.000  3.200
 -1.000  0.000  3.200
 -0.800  0.000  3.200
 -0.600  0.000  3.200
 -0.400  0.000  3.200
 -0.200  0.000  3.200
  0.000  0.000  3.200
  0.200  0.000  3.200
  0.400  0.000  3.200
  0.600  0.000  3.200
  0.800  0.000  3.200
  1.000  0.000  3.200
  1.200  0.000  3.200
  1.400  0.000  3.200
  1.600  0.000  3.200
  1.800  0.000  3.200
  2.000  0.000  3.200
 -2.000  0.200  3.200
 -1.800  0.200  3.200
 -1.600  0.200  3.200
 -1.400  0.200  3.200
 -1.200  0.200  3.200
 -1.000  0.200  3.200
 -0.800  0.200  3.200
 -0.600  0.200  3.200
 -0.400  0.200  3.200
 -0.200  0.200  3.200
  0.000  0.200  3.200
  0.200  0.200  3.200
  0.400  0.200  3.200
  0.600  0.200  3.200
  0.800  0.200  3.200
  1.000  0.200  3.200
  1.200  0.200  3.200
  1.400  0.200  3.200
  1.600  0.200  3.200
  1.800  0.200  3.200
  2.000  0.200  3.200
 -2.000  0.400  3.200
 -1.800  0.400  3.200
 -1.600  0.400  3.200
 -1.400  0.400  3.200
 -1.200  0.400  3.200
 -1.000  0.400  3.200
 -0.800  0.400  3.200
 -0.600  0.400  3.200
 -0.400  0.400  3.200
 -0.200  0.400  3.200
  0.000  0.400  3.200
  0.200  0.400  3.200
  0.400  0.400  3.200
  0.600  0.400  3.200
  0.800  0.400  3.200
  1.000  0.400  3.200
  1.200  0.400  3.200
  1.400  0.400  3.200
  1.600  0.400  3.200
  1.800  0.400  3.200
  2.000  0.400  3.200
 -2.000 -0.400  3.400
 -1.800 -0.400  3.400
 -1.600 -0.400  3.400
 -1.400 -0.400  3.400
 -1.200 -0.400  3.400
 -1.000 -0.400  3.400
 -0.800 -0.400  3.400
 -0.600 -0.400  3.400
 -0.400 -0.400  3.400
 -0.200 -0.400  3.400
  0.000 -0.400  3.400
  0.200 -0.400  3.400
  0.400 -0.400  3.400
  0.600 -0.400  3.400
  0.800 -0.400  3.400
  1.000 -0.400  3.400
  1.200 -0.400  3.400
  1.400 -0.400  3.400
  1.600 -0.400  3.400
  1.800 -0.400  3.400
  2.000 -0.400  3.400
 -2.000 -0.200  3.400
 -1.800 -0.200  3.400
 -1.600 -0.200  3.400
 -1.400 -0.200  3.400
 -1.200 -0.200  3.400
 -1.000 -0.200  3.400
 -0.800 -0.200  3.400
 -0.600 -0.200  3.400
 -0.400 -0.200  3.400
 -0.200 -0.200  3.400
  0.000 -0.200  3.400
  0.200 -0.200  3.400
  0.400 -0.200  3.400
  0.600 -0.200  3.400
  0.800 -0.200  3.400
  1.000 -0.200  3.400
  1.200 -0.200  3.400
  1.400 -0.200  3.400
  1.600 -0.200  3.400
  1.800 -0.200  3.400
  2.000 -0.200  3.400
 -2.000  0.000  3.400
 -1.800  0.000  3.400
 -1.600  0.000  3.400
 -1.400  0.000  3.400
 -1.200  0.000  3.400
 -1.000  0.000  3.400
 -0.800  0.000  3.400
 -0.600  0.000  3.400
 -0.400  0.000  3.400
 -0.200  0.000  3.400
  0.000  0.000  3.400
  0.200  0.000  3.400
  0.400  0.000  3.400
  0.600  0.000  3.400
  0.800  0.000  3.400
  1.000  0.000  3.400
  1.200  0.000  3.400
  1.400  0.000  3.400
  1.600  0.000  3.400
  1.800  0.000  3.400
  2.000  0.000  3.400
 -2.000  0.200  3.400
 -1.800  0.200  3.400
 -1.600  0.200  3.400
 -1.400  0.200  3.400
 -1.200  0.200  3.400
 -1.000  0.200  3.400
 -0.800  0.200  3.400
 -0.600  0.200  3.400
 -0.400  0.200  3.400
 -0.200  0.200  3.400
  0.000  0.200  3.400
  0.200  0.200  3.400
  0.400  0.200  3.400
  0.600  0.200  3.400
  0.800  0.200  3.400
  1.000  0.200  3.400
  1.200  0.200  3.400
  1.400  0.200  3.400
  1.600  0.200  3.400
  1.800  0.200  3.400
  2.000  0.200  3.400
 -2.000  0.400  3.400
 -1.800  0.400  3.400
 -1.600  0.400  3.400
 -1.400  0.400  3.400
 -1.200  0.400  3.400
 -1.000  0.400  3.400
 -0.800  0.400  3.400
 -0.600  0.400  3.400
 -0.400  0.400  3.400
 -0.200  0.400  3.400
  0.000  0.400  3.400
  0.200  0.400  3.400
  0.400  0.400  3.400
  0.600  0.400  3.400
  0.800  0.400  3.400
  1.000  0.400  3.400
  1.200  0.400  3.400
  1.400  0.400  3.400
  1.600  0.400  3.400
  1.800  0.400  3.400
  2.000  0.400  3.400
 -2.000 -0.400  3.600
 -1.800 -0.400  3.600
 -1.600 -0.400  3.600
 -1.400 -0.400  3.600
 -1.200 -0.400  3.600
 -1.000 -0.400  3.600
 -0.800 -0.400  3.600
 -0.600 -0.400  3.600
 -0.400 -0.400  3.600
 -0.200 -0.400  3.600
  0.000 -0.400  3.600
  0.200 -0.400  3.600
  0.400 -0.400  3.600
  0.600 -0.400  3.600
  0.800 -0.400  3.600
  1.000 -0.400  3.600
  1.200 -0.400  3.600
  1.400 -0.400  3.600
  1.600 -0.400  3.600
  1.800 -0.400  3.600
  2.000 -0.400  3.600
 -2.000 -0.200  3.600
 -1.800 -0.200  3.600
 -1.600 -0.200  3.600
 -1.400 -0.200  3.600
 -1.200 -0.200  3.600
 -1.000 -0.200  3.600
 -0.800 -0.200  3.600
 -0.600 -0.200  3.600
 -0.400 -0.200  3.600
 -0.200 -0.200  3.600
  0.000 -0.200  3.600
  0.200 -0.200  3.600
  0.400 -0.200  3.600
  0.600 -0.200  3.600
  0.800 -0.200  3.600
  1.000 -0.200  3.600
  1.200 -0.200  3.600
  1.400 -0.200  3.600
  1.600 -0.200  3.600
  1.800 -0.200  3.600
  2.000 -0.200  3.600
 -2.000  0.000  3.600
 -1.800  0.000  3.600
 -1.600  0.000  3.600
 -1.400  0.000  3.600
 -1.200  0.000  3.600
 -1.000  0.000  3.600
 -0.800  0.000  3.600
 -0.600  0.000  3.600
 -0.400  0.000  3.600
 -0.200  0.000  3.600
  0.000  0.000  3.600
  0.200  0.000  3.600
  0.400  0.000  3.600
  0.600  0.000  3.600
  0.800  0.000  3.600
  1.000  0.000  3.600
  1.200  0.000  3.600
  1.400  0.000  3.600
  1.600  0.000  3.600
  1.800  0.000  3.600
  2.000  0.000  3.600
 -2.000  0.200  3.600
 -1.800  0.200  3.600
 -1.600  0.200  3.600
 -1.400  0.200  3.600
 -1.200  0.200  3.600
 -1.000  0.200  3.600
 -0.800  0.200  3.600
 -0.600  0.200  3.600
 -0.400  0.200  3.600
 -0.200  0.200  3.600
  0.000  0.200  3.600
  0.200  0.200  3.600
  0.400  0.200  3.600
  0.600  0.200  3.600
  0.800  0.200  3.600
  1.000  0.200  3.600
  1.200  0.200  3.600
  1.400  0.200  3.600
  1.600  0.200  3.600
  1.800  0.200  3.600
  2.000  0.200  3.600
 -2.000  0.400  3.600
 -1.800  0.400  3.600
 -1.600  0.400  3.600
 -1.400  0.400  3.600
 -1.200  0.400  3.600
 -1.000  0.400  3.600
 -0.800  0.400  3.600
 -0.600  0.400  3.600
 -0.400  0.400  3.600
 -0.200  0.400  3.600
  0.000  0.400  3.600
  0.200  0.400  3.600
  0.400  0.400  3.600
  0.600  0.400  3.600
  0.800  0.400  3.600
  1.000  0.400  3.600
  1.200  0.400  3.600
  1.400  0.400  3.600
  1.600  0.400  3.600
  1.800  0.400  3.600
  2.000  0.400  3.600
 -2.000 -0.400  3.800
 -1.800 -0.400  3.800
 -1.600 -0.400  3.800
 -1.400 -0.400  3.800
 -1.200 -0.400  3.800
 -1.000 -0.400  3.800
 -0.800 -0.400  3.800
 -0.600 -0.400  3.800
 -0.400 -0.400  3.800
 -0.200 -0.400  3.800
  0.000 -0.400  3.800
  0.200 -0.400  3.800
  0.400 -0.400  3.800
  0.600 -0.400  3.800
  0.800 -0.400  3.800
  1.000 -0.400  3.800
  1.200 -0.400  3.800
  1.400 -0.400  3.800
  1.600 -0.400  3.800
  1.800 -0.400  3.800
  2.000 -0.400  3.800
